VOYAGEID,ARRPORT,CAPTAINA,CREW1,CREW2,D1SLATRA,D1SLATRB,D1SLATRC,DATARR32,DATARR33,DATARR34,DATEDEP,DATEDEPA,DATEDEPAM,DATEDEPB,DATEDEPC,DATEEND,DATELAND1,DATELAND2,DEPTREGIMP,DEPTREGIMP1,DLSLATRA,DLSLATRB,DLSLATRC,EMBPORT,EMBPORT2,EMBREG,EMBREG2,EVGREEN,FATE,FATE2,FATE3,FATE4,MAJBUYPT,MAJBYIMP,MAJBYIMP1,MAJSELPT,MJBYPTIMP,MJSELIMP,MJSELIMP1,MJSLPTIMP,NATINIMP,NATIONAL,OWNERA,OWNERB,OWNERC,PLAC1TRA,PLAC2TRA,PLAC3TRA,PLACCONS,PLACREG,PORTDEP,PORTRET,PTDEPIMP,REGARR,REGARR2,REGDIS1,REGDIS2,REGDIS3,REGEM1,RIG,SAILD1,SAILD2,SAILD3,SAILD4,SAILD5,SHIPNAME,SLA1PORT,SLAARRIV,SLADAFRI,SLADAMER,SLADVOY,SLAMIMP,SLAS32,SLAXIMP,SLINTEN2,SLINTEND,SOURCEA,SOURCEB,SOURCEC,SOURCED,SOURCEE,SOURCEF,SOURCEG,SOURCEH,TSLAVESD,TSLAVESP,TSLMTIMP,VOY1IMP,VOY2IMP,VOYAGE,VYMRTIMP,VYMRTRAT,XMIMPFLAG,YEAR5,YEAR10,YEAR25,YEAR100,YEARAF,YEARAM,YEARDEP,YRCONS,YRREG,filter_$
42,50422,"Alcântara, Marcelino José de",,,,,1817,21,9,1817,1817-02-28,28,,2,1817,,1817-09-21,,50400,50000,,,1817,60711,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Guimarães, Francisco José",,,60799,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Flor do Mar,50422,456,,,84,456,,540,,,"PP,1845,XLIX:593-633",Florentino,"AHNA, Codice C-16-2","AHNA, Códice D-7-1","ANRJ, SM IV M - Liv.336 - Diversos,p.46v","GRJ, 22/02/1817",,,540,,540,205,31,31,84,0.16,81,64,32,13,1800,1817,1817,1817,,,0
43,,"Estrela, Francisco Luís da Cunha",17,,,,,26,9,1817,1816-10-30,30,,10,1816,,1817-09-26,,50200,50000,,,,60799,,60700,,TRUE,49,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Simões, Antônio",,,60799,,,,,50299,,50299,,,50400,,,60700,40,,,,,,Feliz Dias,50422,214,,,68,214,,282,,,"PP,1845,XLIX:593-633",Florentino,"IDO,16.10.22.","AHMS, 27.2, p. 4",,,,,282,,282,331,45,45,68,0.24,81,64,32,13,1800,1817,1817,1816,,,0
44,,"Rubim, Teodoro de Souza",,,,,,26,9,1817,1817-03-16,16,,3,1817,,1817-09-26,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Vieira, José Inácio Vaz",,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Leopoldina,50422,441,,,48,441,,489,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,23/04/1817",,,,,,489,,489,194,44,44,48,0.1,63,64,32,13,1800,1817,1817,1817,,,0
45,,"Viana, Pedro José Correa",,,,,,11,10,1817,1817-05-13,13,,5,1817,,1817-10-11,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Barroso, João Gomes",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,S Rosa,50422,439,,,25,439,,464,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,17/05/1817",,,,,,464,,464,151,36,36,25,0.05,81,64,32,13,1800,1817,1817,1817,,,0
46,,"Fonseca, Manoel Joaquim da",,,,,,17,10,1817,1817-04-23,23,,4,1817,,1817-10-17,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Barroso, João Gomes",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Golfinho,50422,399,,,77,399,,476,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,26/04/1817",,,,,,476,,476,177,37,37,77,0.16,81,64,32,13,1800,1817,1817,1817,,,0
47,50422,"Batalha, Luís Antônio",,,2,6,1817,17,10,1817,1817-04-27,27,,4,1817,,1817-10-17,,50400,50000,,,1817,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,"Vale, João Gomes",,,60707,,,,,50422,,50422,50400,,50400,,,60700,2,,,,,,Bonfim,50422,574,,,30,574,,604,,,"PP,1845,XLIX:593-633",Florentino,"AHNA, Códice D-7-1","AHNA, Códice E-20-1 (Benguela)","AHNA, Códice E-2-2 (Benguela)","ANRJ, SM IV M - Liv.336 - Diversos,p.47","GRJ,30/04/1817",,604,,604,173,34,34,30,0.05,24,64,32,13,1800,1817,1817,1817,,,0
48,50422,"Fontes, João Joaquim de Souza",,,,,1817,26,10,1817,1817-05-18,18,,5,1817,,1817-10-26,,50400,50000,,,1817,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Vale, João Gomes",,,60799,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Caçador,50422,557,,,37,557,,594,,,"PP,1845,XLIX:593-633",Florentino,"AHNA, Códice D-7-1","AHNA, Codice C-16-2","ANRJ, SM IV M - Liv.336 - Diversos,p.47","GRJ,21/05/1817",,,594,,594,161,32,32,37,0.06,81,64,32,13,1800,1817,1817,1817,,,0
49,50422,"Martins, Francisco José",,,,,1817,8,11,1817,1817-05-19,19,,5,1817,,1817-11-08,,50400,50000,,,,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,"Mesquita, Francisco Pereira de",,,60707,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Mercúrio,50422,489,,,7,489,,496,,,"PP,1845,XLIX:593-633",Florentino,"AHNA, Códice D-7-1","ANRJ, SM IV M - Liv.336 - Diversos,p.47v","GRJ,21/05/1817",,,,496,,496,173,33,33,7,0.01,81,64,32,13,1800,1817,1817,1817,,,0
50,50422,"Sá, Joaquim Manoel de",,,,,1817,17,11,1817,1817-02-06,6,,2,1817,,1817-11-17,,50400,50000,,,,60734,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Carvalho, Manoel Gonçalves de",,,60711,,,,,50422,,50422,50400,,50400,,,60700,13,,,,,,Patrocínio,50422,302,,,22,302,,324,,,"PP,1845,XLIX:593-633",Florentino,"AHNA, Códice D-7-1","ANRJ, SM IV M - Liv.336 - Diversos,p.46","GRJ,08/02/1817",,,,324,,324,284,37,37,22,0.07,54,64,32,13,1800,1817,1817,1817,,,0
51,,"Pacheco, José dos Santos",,,,,,20,11,1817,1817-07-03,3,,7,1817,,1817-11-20,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Barroso, João Gomes",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Voador,50422,376,,,6,376,,382,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,05/07/1817",,,,,,382,,382,140,27,27,6,0.02,81,64,32,13,1800,1817,1817,1817,,,0
52,,"Dias, Manoel José",,,,,,21,11,1817,1817-06-28,28,,6,1817,,1817-11-21,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Almeida, Joaquim Pereira de",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Pequena Aventura,50422,214,,,25,214,,239,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,02/07/1817",,,,,,239,,239,146,41,41,25,0.1,81,64,32,13,1800,1817,1817,1817,,,0
53,,"Magalhães, Francisco José Pereira de",,,,,,23,11,1817,1817-05-13,13,,5,1817,,1817-11-23,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Siqueira, José Joaquim de",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,NS dos Remédios,50422,215,,,14,215,,229,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,17/05/1817",,,,,,229,,229,194,43,43,14,0.06,81,64,32,13,1800,1817,1817,1817,,,0
54,,"Silva, Joaquim Henriques da",,,,,,8,12,1817,,,,,,,1817-12-08,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Caldeira, Antônio da Silva",,,60711,,,,,,,50499,,,50400,,,60700,4,,,,,,Maria,50422,500,,,30,500,,530,,,"PP,1845,XLIX:593-633",Florentino,,,,,,,530,,530,,26,26,30,0.06,35,64,32,13,1800,1817,1817,1817,,,0
55,,"Souza, Luís Inácio de",,,,,,9,12,1817,1817-05-18,18,,5,1817,,1817-12-09,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,,,,60820,,,,,50422,,50422,,,50400,,,60800,25,,,,,,Duque de Bragança,50422,537,,,69,537,,606,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,21/05/1817",,,,,,606,,606,205,57,57,69,0.11,63,64,32,13,1800,1817,1817,1817,,,0
56,50422,"Siqueira, João Inácio de",,,,,1817,20,12,1817,1817-07-07,7,,7,1817,,1817-12-20,,50400,50000,20,11,1817,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,,,,60707,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,S Pedro do Sul,50422,435,,,10,435,,445,,,"PP,1845,XLIX:593-633",Florentino,"AHNA, Códice D-7-1","ANRJ, SM IV M - Liv.336 - Diversos,p.48v","GRJ,09/07/1817",,,,445,,445,166,30,31,10,0.02,81,64,32,13,1800,1817,1817,1817,,,0
57,50422,"Carrilho, João Rodrigues",,,,,,20,12,1817,1817-02-05,5,,2,1817,,1817-12-20,,10200,10000,,,,60707,60799,60700,60700,TRUE,1,1,14,1,60734,60700,60000,50422,60734,50400,50000,50422,6,,,,,60734,,,,,10203,,10203,50400,,50400,,,60700,1,,,,,,Triunfo do Brasil,50422,611,,,26,611,,637,,,"PP,1845,XLIX:593-633",Florentino,"ANRJ, SM IV M - Liv.336 - Diversos,p.47v","ANTT,JC,Mç37,Cx124","GRJ,30/04/1817",,,,637,,637,318,36,36,26,0.04,19,64,32,13,1800,1817,1817,1817,,,0
58,,"Silva, José dos Santos Almeida e",,,,,,25,12,1817,1816-11-02,2,,11,1816,,1817-12-25,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,,,,60820,,,,,50422,,50422,,,50400,,,60800,25,,,,,,Protetor General,50422,468,,,339,468,,807,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,06/11/1816",,,,,,807,,807,418,72,72,339,0.42,63,64,32,13,1800,1817,1817,1816,,,0
59,,"Silva, Joaquim Rodrigues da",,,,,,4,1,1818,1817-07-15,15,,7,1817,,1818-01-04,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Carvalho, Manoel Gonçalves de",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Trajano,50422,417,,,32,417,,449,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,19/07/187",,,,,,449,,449,173,26,26,32,0.07,81,64,32,13,1800,1818,1818,1817,,,0
60,,"Azevedo, Agostinho de",,,,,,12,1,1818,1817-08-10,10,,8,1817,,1818-01-12,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,,,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Feliz Americano,50422,400,,,19,400,,419,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,13/08/1817",,,,,,419,,419,155,35,35,19,0.05,81,64,32,13,1800,1818,1818,1817,,,0
61,,"Barbosa, Joaquim Gomes",,,,,,14,1,1818,1816-08-05,5,,8,1816,,1818-01-14,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Batista, Manoel Simões",,,60820,,,,,50422,,50422,,,50400,,,60800,3,,,,,,Pérola do Norte,50422,260,,,161,260,,421,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,07/08/1816",,,,,,421,,421,527,82,82,161,0.38,30,64,32,13,1800,1818,1818,1816,,,0
62,,"Domingues, Jerônimo",,,,,,1,2,1818,1817-06-14,14,,6,1817,,1818-02-01,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60822,60800,60000,50404,60822,50400,50000,50404,6,,,,,60822,,,,,50422,,50422,,,50400,,,60800,40,,,,,,Esgueira,50404,500,,,84,500,,584,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,18/06/1817",,,,,,584,,584,232,52,52,84,0.14,81,64,32,13,1800,1818,1818,1817,,,0
63,,"Moraes, José de",,,,,,11,2,1818,1817-09-26,26,,9,1817,,1818-02-11,,50400,50000,,,,60711,60707,60700,60700,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Alves, José Luís",,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Feliz Eugênia,50422,596,,,37,596,,633,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,01/10/1817",,,,,,633,,633,138,31,31,37,0.06,63,64,32,13,1800,1818,1818,1817,,,0
64,,"Teixeira, José de Souza",,,,,,16,2,1818,,,,,,,1818-02-16,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Vieira, José Inácio Vaz",,,60711,,,,,,,50499,,,50400,,,60700,1,,,,,,Reino do Brasil,50422,385,,,15,385,,400,,,"PP,1845,XLIX:593-633",Florentino,,,,,,,400,,400,,34,34,15,0.04,19,64,32,13,1800,1818,1818,1818,,,0
65,,"Assis, Francisco Antônio de",,,,,,21,2,1818,1817-09-06,6,,9,1817,,1818-02-21,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Ligeiro,50422,433,,,8,433,,441,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,10/09/1817",,,,,,441,,441,168,42,42,8,0.02,81,64,32,13,1800,1818,1818,1817,,,0
66,,"Lopes, Francisco da Silva",,,,,,22,2,1818,,,,,,,1818-02-22,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Soares, José Nogueira",,,60711,,,,,,,50499,,,50400,,,60700,4,,,,,,Conde da Barca,50422,430,,,21,430,,451,,,"PP,1845,XLIX:593-633",Florentino,,,,,,,451,,451,,22,22,21,0.05,35,64,32,13,1800,1818,1818,1818,,,0
67,,"Pina, Antônio de",,,,,,22,2,1818,1817-08-24,24,,8,1817,,1818-02-22,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Rocha, José Francisco Ferreira da",,,60711,,,,,50422,,50422,,,50400,,,60700,3,,,,,,Grão Penedo,50422,420,,,8,420,,428,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,27/08/1817",,,,,,428,,428,182,31,31,8,0.02,30,64,32,13,1800,1818,1818,1817,,,0
68,,"Santos, Manoel Pereira dos",,,,,,22,2,1818,1817-08-14,14,,8,1817,,1818-02-22,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Tavares, João Inácio",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Serpente,50422,414,,,24,414,,438,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,16/08/1817",,,,,,438,,438,192,34,34,24,0.05,81,64,32,13,1800,1818,1818,1817,,,0
69,,"Cunha, Eusébio José da",,,,,,24,2,1818,1817-06-08,8,,6,1817,,1818-02-24,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Porto, Antônio Alves da Silva",,,60820,,,,,50422,,50422,,,50400,,,60800,25,,,,,,Pastora de Lima,50422,400,,,79,400,,479,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,11/06/1817",,,,,,479,,479,261,63,63,79,0.16,63,64,32,13,1800,1818,1818,1817,,,0
70,,"Pederneira, Manoel Pereira",,,,,,1,3,1818,1817-08-23,23,,8,1817,,1818-03-01,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,"Sá, Manoel Teixeira da Costa e",,,60822,,,,,50422,,50422,,,50400,,,60800,40,,,,,,Aurora do Cabo,50422,341,,,89,341,,430,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,23/08/1817",,,,,,430,,430,190,77,77,89,0.21,81,64,32,13,1800,1818,1818,1817,,,0
71,50422,"Macedo, Joaquim Teixeira de",,,,,1817,3,3,1818,1817-07-26,26,,7,1817,,1818-03-03,,50400,50000,,,1817,60734,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Macedo, Diogo Teixeira de",,,60711,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Mariana Dáfne,50422,326,,,19,326,,345,,,"PP,1845,XLIX:593-633",Florentino,"AHNA, Códice D-7-1","AHNA, Codice C-16-2","ANRJ, SM IV M - Liv.336 - Diversos,p.48v","GRJ,30/07/1817",,,345,,345,220,35,35,19,0.06,81,64,32,13,1800,1817,1818,1817,,,0
72,50422,"Nunes, José Antônio",,,8,12,1817,9,3,1818,1817-09-17,17,,9,1817,,1818-03-09,,50400,50000,24,1,1818,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60707,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,NS do Livramento Telêmaco,50422,509,,,32,509,,541,,,"PP,1845,XLIX:593-633",Florentino,"AHNA, Códice D-7-1","AHNA, Códice E-20-1 (Benguela)","ANRJ, SM IV M - Liv.336 - Diversos,p.50",,,,541,,541,173,44,39,32,0.06,81,64,32,13,1800,1818,1818,1817,,,0
73,,"Jaques, Malaquias Lisandro",,,,,,27,3,1818,,,,,,,1818-03-27,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Tavares, João Inácio",,,60711,,,,,,,50499,,,50400,,,60700,1,,,,,,Triunfo do Rio,50422,495,,,27,495,,522,,,"PP,1845,XLIX:593-633",Florentino,,,,,,,522,,522,,49,49,27,0.05,19,64,32,13,1800,1818,1818,1818,,,0
74,,"Fogaça, Antônio Gomes",,,,,,20,3,1818,1817-09-15,15,,9,1817,,1818-03-20,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Barroso, João Gomes",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Famoso Ateneu,50422,344,,,26,344,,370,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,17/09/1817",,,,,,370,,370,186,40,40,26,0.07,81,64,32,13,1800,1818,1818,1817,,,0
75,,"Cardoso, Manoel Eusébio",,,,,,22,3,1818,1817-09-13,13,,9,1817,,1818-03-22,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Alves, José Luís",,,60711,,,,,50422,,50422,,,50400,,,60700,2,,,,,,Feliz Carlota,50422,187,,,38,187,,225,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,17/09/1817",,,,,,225,,225,190,35,35,38,0.17,24,64,32,13,1800,1818,1818,1817,,,0
76,,"Nunes, Francisco Pereira",,,,,,25,3,1818,1817-06-11,11,,6,1817,,1818-03-25,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,"Almeida, Bernardo Luís de",,,60822,,,,,50422,,50422,,,50400,,,60800,25,,,,,,S José Diligente,50422,226,,,238,226,,464,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,14/06/1817",,,,,,464,,464,287,86,86,238,0.51,63,64,32,13,1800,1818,1818,1817,,,0
77,,"Oliveira, João José de",,,,,,25,3,1818,1817-09-26,26,,9,1817,,1818-03-25,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Almeida, Bernardo Luís de",,,60711,,,,,50422,,50422,,,50400,,,60700,2,,,,,,Ana do Rio,50422,317,,,24,317,,341,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,01/10/1817",,,,,,341,,341,180,34,34,24,0.07,24,64,32,13,1800,1818,1818,1817,,,0
78,,"Fogaça, José Joaquim",,,,,,30,3,1818,1817-09-21,21,,9,1817,,1818-03-30,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Silva, Amaro Velho da",,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Lusitânia,50422,621,,,48,621,,669,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,24/09/1817",,,,,,669,,669,190,45,45,48,0.07,63,64,32,13,1800,1818,1818,1817,,,0
79,,"Portela, Adriano",,,,,,9,4,1818,1816-09-26,26,,9,1816,,1818-04-09,,50400,50000,,,,60707,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Guimarães, Francisco José Gomes",,,60799,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Amizade,50422,428,,,59,428,,487,,,"PP,1845,XLIX:593-633",Florentino,"AHNA, Códice D-7-1","ANRJ, SM IV M - Liv.336 - Diversos,p.44","GRJ,28/09/1816",,,,487,,487,560,48,48,59,0.12,63,64,32,13,1800,1818,1818,1816,,,0
80,,"Madeira, Manoel José",,,,,,9,4,1818,,,,,,,1818-04-09,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Almeida, Bernardo Luís de",,,60711,,,,,,,50499,,,50400,,,60700,1,,,,,,S João Americano,50422,329,,,62,329,,391,,,"PP,1845,XLIX:593-633",Florentino,,,,,,,391,,391,,58,58,62,0.16,19,64,32,13,1800,1818,1818,1818,,,0
81,,"Rocha, João Manoel Pinto da",,,,,,10,4,1818,,,,,,,1818-04-10,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Tavares, João Inácio",,,60711,,,,,,,50499,,,50400,,,60700,1,,,,,,Saudade do Sul,50422,259,,,27,259,,286,,,"PP,1845,XLIX:593-633",Florentino,,,,,,,286,,286,,45,45,27,0.09,19,64,32,13,1800,1818,1818,1818,,,0
82,,"Rozo, Manoel Fernandes",,,,,,18,4,1818,,,,,,,1818-04-18,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Carvalho, Manoel Gonçalves de",,,60711,,,,,,,50499,,,50400,,,60700,4,,,,,,Delfina,50422,274,,,135,274,,409,,,"PP,1845,XLIX:593-633",Florentino,,,,,,,409,,409,,39,39,135,0.33,35,64,32,13,1800,1818,1818,1818,,,0
83,,"Blanchart, Manoel Pereira de Souza",,,,,,22,4,1818,1817-09-26,26,,9,1817,,1818-04-22,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Vieira, José Inácio Vaz",,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Olímpia,50422,368,,,73,368,,441,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,01/10/1817",,,,,,441,,441,208,27,27,73,0.17,63,64,32,13,1800,1818,1818,1817,,,0
84,,"Santos, José Pedro dos",,,,,,22,4,1818,1817-09-21,21,,9,1817,,1818-04-22,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Castro, Antonio José de",,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Voadora,50422,424,,,39,424,,463,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,24/09/1817",,,,,,463,,463,213,33,33,39,0.08,63,64,32,13,1800,1818,1818,1817,,,0
85,50422,"Alves, Isidoro",,,,,1817,8,5,1818,1817-09-21,21,,9,1817,,1818-05-08,,50400,50000,,,,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Guimarães, Francisco José Gomes*",,,60734,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,S José Diligente Vulcano,50422,385,,,59,385,,444,,,"PP,1845,XLIX:593-633",Florentino,"AHNA, Códice D-7-1","ANRJ, SM IV M - Liv.336 - Diversos,p.49","ANRJ, SM IV M - Liv.336 - Diversos,p.49","GRJ,06/08/1817","GRJ,24/09/1817",,444,,444,229,38,38,59,0.13,81,64,32,13,1800,1818,1818,1817,,,0
86,,"Melo, Francisco Xavier Álvares de",,,,,,17,5,1818,1817-09-26,26,,9,1817,,1818-05-17,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Velho, Amaro",,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Maria Tomásia,50422,281,,,24,281,,305,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,01/10/1817",,,,,,305,,305,233,32,32,24,0.08,63,64,32,13,1800,1818,1818,1817,,,0
87,50422,"Silva, Joaquim José da",,,,,,14,6,1818,1817-09-10,10,,9,1817,,1818-06-14,,50400,50000,,3,1818,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Correa, Antônio Dias",,,60820,,,,,50422,,50422,50400,,50400,,,60800,25,,,,,,União Feliz,50422,430,,,229,430,,659,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,13/09/1817","GRJ,02/8/1817",CapelaNotes,"AHU,Moçambique, Cx 160 No 38",,,659,,659,277,76,76,229,0.35,63,64,32,13,1800,1818,1818,1817,,,0
88,,"Almeida, André Germano Severino de",,,,,,15,6,1818,1817-09-06,6,,9,1817,,1818-06-15,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Pessoa, José Henriques",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Emília,50422,290,,,102,290,,392,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,10/09/1817",,,,,,392,,392,282,57,57,102,0.26,81,64,32,13,1800,1818,1818,1817,,,0
89,,"Araújo, Tomás Raimundo Rodrigues de",,,,,,16,6,1818,,,,,,,1818-06-16,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Barroso, João Gomes",,,60711,,,,,,,50499,,,50400,,,60700,1,,,,,,S Rosa,50422,293,,,7,293,,300,,,"PP,1845,XLIX:593-633",Florentino,,,,,,,300,,300,,40,40,7,0.02,19,64,32,13,1800,1818,1818,1818,,,0
90,,"Marta, Inácio Alves",,,,,,19,6,1818,1817-09-28,28,,9,1817,,1818-06-19,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Ribas, João Rodrigues",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Príncipe Real,50422,319,,,105,319,,424,,,"PP,1845,XLIX:593-633",Florentino,"GRJ,01/10/1817",,,,,,424,,424,264,48,48,105,0.25,81,64,32,13,1800,1818,1818,1817,,,0
